numeroClientesAtendidos;numeroClientesQuePasaronPorLaCola;tiempoPromedioAtencionClientes;numeroClientesEnCola;numeroClientesEnAtencion;tiempoPromedioEsperaEnCola
1;0;105743;0;4;0
2;0;159528;0;3;0
3;0;212077;0;2;0
4;0;263936;0;1;0
5;0;316242;0;0;0
